Pays,Année,Trouble,Prévalence,Sexe
Spain,2003,Trouble panique,1.1,Les deux
Spain,2003,Trouble panique,5.64,Femme
Spain,2003,Trouble panique,3.11,Homme
Spain,2003,Phobie sociale,9.81,Les deux
Spain,2003,Phobie sociale,1.77,Femme
Spain,2003,Phobie sociale,1.65,Homme
Spain,2003,Trouble obsessionnel-compulsif (TOC),4.49,Les deux
Spain,2003,Trouble obsessionnel-compulsif (TOC),2.64,Femme
Spain,2003,Trouble obsessionnel-compulsif (TOC),6.66,Homme
Spain,2003,Stress post-traumatique (PTSD),9.16,Les deux
Spain,2003,Stress post-traumatique (PTSD),3.01,Femme
Spain,2003,Stress post-traumatique (PTSD),10.92,Homme
Spain,2003,Schizophrénie,3.5,Les deux
Spain,2003,Schizophrénie,8.9,Femme
Spain,2003,Schizophrénie,4.07,Homme
Spain,2003,Trouble dissociatif,7.55,Les deux
Spain,2003,Trouble dissociatif,3.3,Femme
Spain,2003,Trouble dissociatif,3.38,Homme
Spain,2003,Trouble du sommeil,9.62,Les deux
Spain,2003,Trouble du sommeil,5.98,Femme
Spain,2003,Trouble du sommeil,6.43,Homme
Spain,2003,Trouble somatique,2.97,Les deux
Spain,2003,Trouble somatique,10.56,Femme
Spain,2003,Trouble somatique,6.99,Homme
Spain,2003,Addiction à l’alcool,2.95,Les deux
Spain,2003,Addiction à l’alcool,0.74,Femme
Spain,2003,Addiction à l’alcool,2.03,Homme
Spain,2003,Addiction aux drogues,8.8,Les deux
Spain,2003,Addiction aux drogues,3.1,Femme
Spain,2003,Addiction aux drogues,6.36,Homme
Spain,2003,Addiction au jeu,9.3,Les deux
Spain,2003,Addiction au jeu,3.44,Femme
Spain,2003,Addiction au jeu,2.16,Homme
Spain,2003,Trouble de l’alimentation,2.55,Les deux
Spain,2003,Trouble de l’alimentation,6.3,Femme
Spain,2003,Trouble de l’alimentation,2.35,Homme
Spain,2003,Autisme,1.57,Les deux
Spain,2003,Autisme,0.3,Femme
Spain,2003,Autisme,8.62,Homme
Spain,2003,TDAH,1.37,Les deux
Spain,2003,TDAH,10.84,Femme
Spain,2003,TDAH,9.59,Homme
Argentina,2003,Trouble de la personnalité borderline,7.01,Les deux
Argentina,2003,Trouble de la personnalité borderline,3.9,Femme
Argentina,2003,Trouble de la personnalité borderline,8.03,Homme
Argentina,2003,Trouble bipolaire,9.51,Les deux
Argentina,2003,Trouble bipolaire,5.66,Femme
Argentina,2003,Trouble bipolaire,5.36,Homme
Argentina,2003,Dépression majeure,4.32,Les deux
Argentina,2003,Dépression majeure,8.53,Femme
Argentina,2003,Dépression majeure,0.21,Homme
Argentina,2003,Trouble anxieux généralisé,6.37,Les deux
Argentina,2003,Trouble anxieux généralisé,9.38,Femme
Argentina,2003,Trouble anxieux généralisé,6.03,Homme
Argentina,2003,Trouble panique,5.36,Les deux
Argentina,2003,Trouble panique,0.9,Femme
Argentina,2003,Trouble panique,9.7,Homme
Argentina,2003,Phobie sociale,5.61,Les deux
Argentina,2003,Phobie sociale,0.72,Femme
Argentina,2003,Phobie sociale,4.84,Homme
Argentina,2003,Trouble obsessionnel-compulsif (TOC),0.57,Les deux
Argentina,2003,Trouble obsessionnel-compulsif (TOC),7.04,Femme
Argentina,2003,Trouble obsessionnel-compulsif (TOC),7.13,Homme
Argentina,2003,Stress post-traumatique (PTSD),2.35,Les deux
Argentina,2003,Stress post-traumatique (PTSD),5.13,Femme
Argentina,2003,Stress post-traumatique (PTSD),5.61,Homme
Argentina,2003,Schizophrénie,4.48,Les deux
Argentina,2003,Schizophrénie,3.48,Femme
Argentina,2003,Schizophrénie,5.59,Homme
Argentina,2003,Trouble dissociatif,6.12,Les deux
Argentina,2003,Trouble dissociatif,8.34,Femme
Argentina,2003,Trouble dissociatif,0.68,Homme
Argentina,2003,Trouble du sommeil,4.27,Les deux
Argentina,2003,Trouble du sommeil,1.93,Femme
Argentina,2003,Trouble du sommeil,0.75,Homme
Argentina,2003,Trouble somatique,6.72,Les deux
Argentina,2003,Trouble somatique,3.01,Femme
Argentina,2003,Trouble somatique,0.62,Homme
Argentina,2003,Addiction à l’alcool,3.98,Les deux
Argentina,2003,Addiction à l’alcool,9.07,Femme
Argentina,2003,Addiction à l’alcool,4.15,Homme
Argentina,2003,Addiction aux drogues,2.35,Les deux
Argentina,2003,Addiction aux drogues,5.4,Femme
Argentina,2003,Addiction aux drogues,4.2,Homme
Argentina,2003,Addiction au jeu,8.85,Les deux
Argentina,2003,Addiction au jeu,4.85,Femme
Argentina,2003,Addiction au jeu,3.62,Homme
Argentina,2003,Trouble de l’alimentation,2.11,Les deux
Argentina,2003,Trouble de l’alimentation,10.4,Femme
Argentina,2003,Trouble de l’alimentation,1.6,Homme
Argentina,2003,Autisme,4.24,Les deux
Argentina,2003,Autisme,0.27,Femme
Argentina,2003,Autisme,1.34,Homme
Argentina,2003,TDAH,6.99,Les deux
Argentina,2003,TDAH,3.09,Femme
Argentina,2003,TDAH,7.59,Homme
Egypt,2003,Trouble de la personnalité borderline,6.19,Les deux
Egypt,2003,Trouble de la personnalité borderline,8.78,Femme
Egypt,2003,Trouble de la personnalité borderline,5.84,Homme
Egypt,2003,Trouble bipolaire,9.05,Les deux
Egypt,2003,Trouble bipolaire,1.86,Femme
Egypt,2003,Trouble bipolaire,7.65,Homme
Egypt,2003,Dépression majeure,8.69,Les deux
Egypt,2003,Dépression majeure,3.61,Femme
Egypt,2003,Dépression majeure,6.04,Homme
Egypt,2003,Trouble anxieux généralisé,0.25,Les deux
Egypt,2003,Trouble anxieux généralisé,0.76,Femme
Egypt,2003,Trouble anxieux généralisé,9.01,Homme
Egypt,2003,Trouble panique,5.5,Les deux
Egypt,2003,Trouble panique,1.21,Femme
Egypt,2003,Trouble panique,9.64,Homme
Egypt,2003,Phobie sociale,2.98,Les deux
Egypt,2003,Phobie sociale,1.55,Femme
Egypt,2003,Phobie sociale,7.84,Homme
Egypt,2003,Trouble obsessionnel-compulsif (TOC),8.25,Les deux
Egypt,2003,Trouble obsessionnel-compulsif (TOC),0.98,Femme
Egypt,2003,Trouble obsessionnel-compulsif (TOC),8.07,Homme
Egypt,2003,Stress post-traumatique (PTSD),4.2,Les deux
Egypt,2003,Stress post-traumatique (PTSD),10.42,Femme
Egypt,2003,Stress post-traumatique (PTSD),0.73,Homme
Egypt,2003,Schizophrénie,7.75,Les deux
Egypt,2003,Schizophrénie,6.63,Femme
Egypt,2003,Schizophrénie,6.42,Homme
Egypt,2003,Trouble dissociatif,2.06,Les deux
Egypt,2003,Trouble dissociatif,9.93,Femme
Egypt,2003,Trouble dissociatif,1.0,Homme
Egypt,2003,Trouble du sommeil,7.66,Les deux
Egypt,2003,Trouble du sommeil,0.68,Femme
Egypt,2003,Trouble du sommeil,10.15,Homme
Egypt,2003,Trouble somatique,8.83,Les deux
Egypt,2003,Trouble somatique,6.52,Femme
Egypt,2003,Trouble somatique,8.98,Homme
Egypt,2003,Addiction à l’alcool,2.83,Les deux
Egypt,2003,Addiction à l’alcool,9.8,Femme
Egypt,2003,Addiction à l’alcool,8.49,Homme
Egypt,2003,Addiction aux drogues,9.53,Les deux
Egypt,2003,Addiction aux drogues,6.79,Femme
Egypt,2003,Addiction aux drogues,9.28,Homme
Egypt,2003,Addiction au jeu,7.22,Les deux
Egypt,2003,Addiction au jeu,7.32,Femme
Egypt,2003,Addiction au jeu,9.91,Homme
Egypt,2003,Trouble de l’alimentation,0.77,Les deux
Egypt,2003,Trouble de l’alimentation,2.27,Femme
Egypt,2003,Trouble de l’alimentation,11.53,Homme
Egypt,2003,Autisme,0.46,Les deux
Egypt,2003,Autisme,4.38,Femme
Egypt,2003,Autisme,6.99,Homme
Egypt,2003,TDAH,6.13,Les deux
Egypt,2003,TDAH,1.59,Femme
Egypt,2003,TDAH,2.27,Homme
France,2004,Trouble de la personnalité borderline,0.89,Les deux
France,2004,Trouble de la personnalité borderline,10.24,Femme
France,2004,Trouble de la personnalité borderline,9.71,Homme
France,2004,Trouble bipolaire,4.19,Les deux
France,2004,Trouble bipolaire,3.96,Femme
France,2004,Trouble bipolaire,4.02,Homme
France,2004,Dépression majeure,8.03,Les deux
France,2004,Dépression majeure,8.53,Femme
France,2004,Dépression majeure,5.14,Homme
France,2004,Trouble anxieux généralisé,0.47,Les deux
France,2004,Trouble anxieux généralisé,7.57,Femme
France,2004,Trouble anxieux généralisé,6.73,Homme
France,2004,Trouble panique,9.96,Les deux
France,2004,Trouble panique,10.34,Femme
France,2004,Trouble panique,8.44,Homme
France,2004,Phobie sociale,7.4,Les deux
France,2004,Phobie sociale,10.08,Femme
France,2004,Phobie sociale,8.45,Homme
France,2004,Trouble obsessionnel-compulsif (TOC),8.22,Les deux
France,2004,Trouble obsessionnel-compulsif (TOC),6.52,Femme
France,2004,Trouble obsessionnel-compulsif (TOC),1.39,Homme
France,2004,Stress post-traumatique (PTSD),6.29,Les deux
France,2004,Stress post-traumatique (PTSD),6.14,Femme
France,2004,Stress post-traumatique (PTSD),6.75,Homme
France,2004,Schizophrénie,4.2,Les deux
France,2004,Schizophrénie,6.87,Femme
France,2004,Schizophrénie,5.99,Homme
France,2004,Trouble dissociatif,7.3,Les deux
France,2004,Trouble dissociatif,8.14,Femme
France,2004,Trouble dissociatif,0.81,Homme
France,2004,Trouble du sommeil,5.19,Les deux
France,2004,Trouble du sommeil,0.93,Femme
France,2004,Trouble du sommeil,7.6,Homme
France,2004,Trouble somatique,7.96,Les deux
France,2004,Trouble somatique,2.95,Femme
France,2004,Trouble somatique,3.65,Homme
France,2004,Addiction à l’alcool,6.99,Les deux
France,2004,Addiction à l’alcool,9.46,Femme
France,2004,Addiction à l’alcool,1.84,Homme
France,2004,Addiction aux drogues,1.67,Les deux
France,2004,Addiction aux drogues,6.72,Femme
France,2004,Addiction aux drogues,6.03,Homme
France,2004,Addiction au jeu,6.74,Les deux
France,2004,Addiction au jeu,3.05,Femme
France,2004,Addiction au jeu,6.99,Homme
France,2004,Trouble de l’alimentation,1.05,Les deux
France,2004,Trouble de l’alimentation,9.22,Femme
France,2004,Trouble de l’alimentation,4.59,Homme
France,2004,Autisme,3.83,Les deux
France,2004,Autisme,3.33,Femme
France,2004,Autisme,5.94,Homme
France,2004,TDAH,8.9,Les deux
France,2004,TDAH,9.1,Femme
France,2004,TDAH,1.24,Homme
United States,2004,Trouble de la personnalité borderline,9.95,Les deux
United States,2004,Trouble de la personnalité borderline,7.85,Femme
United States,2004,Trouble de la personnalité borderline,2.36,Homme
United States,2004,Trouble bipolaire,8.23,Les deux
United States,2004,Trouble bipolaire,6.17,Femme
United States,2004,Trouble bipolaire,5.45,Homme
United States,2004,Dépression majeure,6.06,Les deux
United States,2004,Dépression majeure,0.44,Femme
United States,2004,Dépression majeure,8.12,Homme
United States,2004,Trouble anxieux généralisé,3.39,Les deux
United States,2004,Trouble anxieux généralisé,9.23,Femme
United States,2004,Trouble anxieux généralisé,1.31,Homme
United States,2004,Trouble panique,6.41,Les deux
United States,2004,Trouble panique,2.77,Femme
United States,2004,Trouble panique,1.55,Homme
United States,2004,Phobie sociale,4.83,Les deux
United States,2004,Phobie sociale,5.83,Femme
United States,2004,Phobie sociale,7.04,Homme
United States,2004,Trouble obsessionnel-compulsif (TOC),3.18,Les deux
United States,2004,Trouble obsessionnel-compulsif (TOC),2.63,Femme
United States,2004,Trouble obsessionnel-compulsif (TOC),10.06,Homme
United States,2004,Stress post-traumatique (PTSD),0.52,Les deux
United States,2004,Stress post-traumatique (PTSD),2.54,Femme
United States,2004,Stress post-traumatique (PTSD),7.81,Homme
United States,2004,Schizophrénie,9.67,Les deux
United States,2004,Schizophrénie,6.25,Femme
United States,2004,Schizophrénie,7.71,Homme
United States,2004,Trouble dissociatif,7.79,Les deux
United States,2004,Trouble dissociatif,1.45,Femme
United States,2004,Trouble dissociatif,4.9,Homme
United States,2004,Trouble du sommeil,8.35,Les deux
United States,2004,Trouble du sommeil,0.35,Femme
United States,2004,Trouble du sommeil,8.31,Homme
United States,2004,Trouble somatique,8.83,Les deux
United States,2004,Trouble somatique,6.95,Femme
United States,2004,Trouble somatique,2.81,Homme
United States,2004,Addiction à l’alcool,9.62,Les deux
United States,2004,Addiction à l’alcool,1.2,Femme
United States,2004,Addiction à l’alcool,2.74,Homme
United States,2004,Addiction aux drogues,5.99,Les deux
United States,2004,Addiction aux drogues,9.06,Femme
United States,2004,Addiction aux drogues,8.6,Homme
United States,2004,Addiction au jeu,4.71,Les deux
United States,2004,Addiction au jeu,0.22,Femme
United States,2004,Addiction au jeu,3.3,Homme
United States,2004,Trouble de l’alimentation,1.78,Les deux
United States,2004,Trouble de l’alimentation,9.4,Femme
United States,2004,Trouble de l’alimentation,8.03,Homme
United States,2004,Autisme,9.93,Les deux
United States,2004,Autisme,2.53,Femme
United States,2004,Autisme,2.52,Homme
United States,2004,TDAH,5.57,Les deux
United States,2004,TDAH,2.52,Femme
United States,2004,TDAH,7.58,Homme
Brazil,2004,Trouble de la personnalité borderline,6.96,Les deux
Brazil,2004,Trouble de la personnalité borderline,5.65,Femme
Brazil,2004,Trouble de la personnalité borderline,7.45,Homme
Brazil,2004,Trouble bipolaire,2.72,Les deux
Brazil,2004,Trouble bipolaire,0.73,Femme
Brazil,2004,Trouble bipolaire,4.11,Homme
Brazil,2004,Dépression majeure,3.54,Les deux
Brazil,2004,Dépression majeure,4.78,Femme
Brazil,2004,Dépression majeure,0.57,Homme
Brazil,2004,Trouble anxieux généralisé,6.45,Les deux
Brazil,2004,Trouble anxieux généralisé,5.08,Femme
Brazil,2004,Trouble anxieux généralisé,6.66,Homme
Brazil,2004,Trouble panique,0.24,Les deux
Brazil,2004,Trouble panique,1.72,Femme
Brazil,2004,Trouble panique,3.52,Homme
Brazil,2004,Phobie sociale,2.48,Les deux
Brazil,2004,Phobie sociale,7.64,Femme
Brazil,2004,Phobie sociale,7.12,Homme
Brazil,2004,Trouble obsessionnel-compulsif (TOC),3.92,Les deux
Brazil,2004,Trouble obsessionnel-compulsif (TOC),0.6,Femme
Brazil,2004,Trouble obsessionnel-compulsif (TOC),11.85,Homme
Brazil,2004,Stress post-traumatique (PTSD),2.29,Les deux
Brazil,2004,Stress post-traumatique (PTSD),7.61,Femme
Brazil,2004,Stress post-traumatique (PTSD),1.85,Homme
Brazil,2004,Schizophrénie,5.06,Les deux
Brazil,2004,Schizophrénie,6.24,Femme
Brazil,2004,Schizophrénie,3.78,Homme
Brazil,2004,Trouble dissociatif,3.73,Les deux
Brazil,2004,Trouble dissociatif,0.53,Femme
Brazil,2004,Trouble dissociatif,9.93,Homme
Brazil,2004,Trouble du sommeil,1.17,Les deux
Brazil,2004,Trouble du sommeil,8.22,Femme
Brazil,2004,Trouble du sommeil,9.74,Homme
Brazil,2004,Trouble somatique,3.83,Les deux
Brazil,2004,Trouble somatique,6.7,Femme
Brazil,2004,Trouble somatique,9.88,Homme
Brazil,2004,Addiction à l’alcool,4.61,Les deux
Brazil,2004,Addiction à l’alcool,1.37,Femme
Brazil,2004,Addiction à l’alcool,1.51,Homme
Brazil,2004,Addiction aux drogues,5.04,Les deux
Brazil,2004,Addiction aux drogues,7.62,Femme
Brazil,2004,Addiction aux drogues,9.08,Homme
Brazil,2004,Addiction au jeu,7.62,Les deux
Brazil,2004,Addiction au jeu,6.38,Femme
Brazil,2004,Addiction au jeu,5.9,Homme
Brazil,2004,Trouble de l’alimentation,0.68,Les deux
Brazil,2004,Trouble de l’alimentation,1.89,Femme
Brazil,2004,Trouble de l’alimentation,8.84,Homme
Brazil,2004,Autisme,9.79,Les deux
Brazil,2004,Autisme,8.41,Femme
Brazil,2004,Autisme,10.13,Homme
Brazil,2004,TDAH,8.72,Les deux
Brazil,2004,TDAH,1.5,Femme
Brazil,2004,TDAH,8.8,Homme
India,2004,Trouble de la personnalité borderline,3.75,Les deux
India,2004,Trouble de la personnalité borderline,4.33,Femme
India,2004,Trouble de la personnalité borderline,0.36,Homme
India,2004,Trouble bipolaire,8.78,Les deux
India,2004,Trouble bipolaire,9.0,Femme
India,2004,Trouble bipolaire,2.34,Homme
India,2004,Dépression majeure,4.59,Les deux
India,2004,Dépression majeure,0.18,Femme
India,2004,Dépression majeure,10.55,Homme
India,2004,Trouble anxieux généralisé,3.94,Les deux
India,2004,Trouble anxieux généralisé,3.7,Femme
India,2004,Trouble anxieux généralisé,2.87,Homme
India,2004,Trouble panique,4.38,Les deux
India,2004,Trouble panique,6.35,Femme
India,2004,Trouble panique,2.12,Homme
India,2004,Phobie sociale,0.48,Les deux
India,2004,Phobie sociale,1.53,Femme
India,2004,Phobie sociale,9.45,Homme
India,2004,Trouble obsessionnel-compulsif (TOC),6.39,Les deux
India,2004,Trouble obsessionnel-compulsif (TOC),3.87,Femme
India,2004,Trouble obsessionnel-compulsif (TOC),4.07,Homme
India,2004,Stress post-traumatique (PTSD),8.71,Les deux
India,2004,Stress post-traumatique (PTSD),4.76,Femme
India,2004,Stress post-traumatique (PTSD),2.78,Homme
India,2004,Schizophrénie,9.19,Les deux
India,2004,Schizophrénie,0.54,Femme
India,2004,Schizophrénie,2.19,Homme
India,2004,Trouble dissociatif,5.28,Les deux
India,2004,Trouble dissociatif,6.34,Femme
India,2004,Trouble dissociatif,0.9,Homme
India,2004,Trouble du sommeil,2.0,Les deux
India,2004,Trouble du sommeil,0.46,Femme
India,2004,Trouble du sommeil,0.86,Homme
India,2004,Trouble somatique,8.02,Les deux
India,2004,Trouble somatique,4.83,Femme
India,2004,Trouble somatique,3.97,Homme
India,2004,Addiction à l’alcool,0.76,Les deux
India,2004,Addiction à l’alcool,1.36,Femme
India,2004,Addiction à l’alcool,7.28,Homme
India,2004,Addiction aux drogues,3.81,Les deux
India,2004,Addiction aux drogues,0.79,Femme
India,2004,Addiction aux drogues,6.05,Homme
India,2004,Addiction au jeu,5.57,Les deux
India,2004,Addiction au jeu,2.37,Femme
India,2004,Addiction au jeu,8.61,Homme
India,2004,Trouble de l’alimentation,9.67,Les deux
India,2004,Trouble de l’alimentation,9.2,Femme
India,2004,Trouble de l’alimentation,4.04,Homme
India,2004,Autisme,0.94,Les deux
India,2004,Autisme,3.8,Femme
India,2004,Autisme,9.75,Homme
India,2004,TDAH,7.65,Les deux
India,2004,TDAH,3.69,Femme
India,2004,TDAH,7.78,Homme
Japan,2004,Trouble de la personnalité borderline,0.65,Les deux
Japan,2004,Trouble de la personnalité borderline,4.1,Femme
Japan,2004,Trouble de la personnalité borderline,3.2,Homme
Japan,2004,Trouble bipolaire,3.25,Les deux
Japan,2004,Trouble bipolaire,2.28,Femme
Japan,2004,Trouble bipolaire,5.04,Homme
Japan,2004,Dépression majeure,2.95,Les deux
Japan,2004,Dépression majeure,7.21,Femme
Japan,2004,Dépression majeure,2.7,Homme
Japan,2004,Trouble anxieux généralisé,2.54,Les deux
Japan,2004,Trouble anxieux généralisé,9.16,Femme
Japan,2004,Trouble anxieux généralisé,1.98,Homme
Japan,2004,Trouble panique,1.97,Les deux
Japan,2004,Trouble panique,1.53,Femme
Japan,2004,Trouble panique,6.98,Homme
Japan,2004,Phobie sociale,6.54,Les deux
Japan,2004,Phobie sociale,7.74,Femme
Japan,2004,Phobie sociale,10.3,Homme
Japan,2004,Trouble obsessionnel-compulsif (TOC),8.07,Les deux
Japan,2004,Trouble obsessionnel-compulsif (TOC),7.29,Femme
Japan,2004,Trouble obsessionnel-compulsif (TOC),2.98,Homme
Japan,2004,Stress post-traumatique (PTSD),1.06,Les deux
Japan,2004,Stress post-traumatique (PTSD),4.17,Femme
Japan,2004,Stress post-traumatique (PTSD),0.16,Homme
Japan,2004,Schizophrénie,6.92,Les deux
Japan,2004,Schizophrénie,5.68,Femme
Japan,2004,Schizophrénie,6.71,Homme
Japan,2004,Trouble dissociatif,6.56,Les deux
Japan,2004,Trouble dissociatif,6.3,Femme
Japan,2004,Trouble dissociatif,3.91,Homme
Japan,2004,Trouble du sommeil,9.81,Les deux
Japan,2004,Trouble du sommeil,4.38,Femme
Japan,2004,Trouble du sommeil,4.46,Homme
Japan,2004,Trouble somatique,9.91,Les deux
Japan,2004,Trouble somatique,7.15,Femme
Japan,2004,Trouble somatique,3.89,Homme
Japan,2004,Addiction à l’alcool,0.46,Les deux
Japan,2004,Addiction à l’alcool,6.09,Femme
Japan,2004,Addiction à l’alcool,6.37,Homme
Japan,2004,Addiction aux drogues,7.31,Les deux
Japan,2004,Addiction aux drogues,7.07,Femme
Japan,2004,Addiction aux drogues,6.79,Homme
Japan,2004,Addiction au jeu,8.41,Les deux
Japan,2004,Addiction au jeu,1.39,Femme
Japan,2004,Addiction au jeu,4.49,Homme
Japan,2004,Trouble de l’alimentation,4.21,Les deux
Japan,2004,Trouble de l’alimentation,7.47,Femme
Japan,2004,Trouble de l’alimentation,5.57,Homme
Japan,2004,Autisme,5.11,Les deux
Japan,2004,Autisme,5.37,Femme
Japan,2004,Autisme,1.83,Homme
Japan,2004,TDAH,6.81,Les deux
Japan,2004,TDAH,3.97,Femme
Japan,2004,TDAH,0.47,Homme
Germany,2004,Trouble de la personnalité borderline,0.42,Les deux
Germany,2004,Trouble de la personnalité borderline,7.63,Femme
Germany,2004,Trouble de la personnalité borderline,5.87,Homme
Germany,2004,Trouble bipolaire,1.64,Les deux
Germany,2004,Trouble bipolaire,5.97,Femme
Germany,2004,Trouble bipolaire,2.1,Homme
Germany,2004,Dépression majeure,4.5,Les deux
Germany,2004,Dépression majeure,2.39,Femme
Germany,2004,Dépression majeure,1.63,Homme
Germany,2004,Trouble anxieux généralisé,1.22,Les deux
Germany,2004,Trouble anxieux généralisé,4.87,Femme
Germany,2004,Trouble anxieux généralisé,4.72,Homme
Germany,2004,Trouble panique,9.09,Les deux
Germany,2004,Trouble panique,5.67,Femme
Germany,2004,Trouble panique,2.35,Homme
Germany,2004,Phobie sociale,0.84,Les deux
Germany,2004,Phobie sociale,4.69,Femme
Germany,2004,Phobie sociale,8.98,Homme
Germany,2004,Trouble obsessionnel-compulsif (TOC),6.44,Les deux
Germany,2004,Trouble obsessionnel-compulsif (TOC),1.69,Femme
Germany,2004,Trouble obsessionnel-compulsif (TOC),7.54,Homme
Germany,2004,Stress post-traumatique (PTSD),1.0,Les deux
Germany,2004,Stress post-traumatique (PTSD),11.16,Femme
Germany,2004,Stress post-traumatique (PTSD),6.29,Homme
Germany,2004,Schizophrénie,8.35,Les deux
Germany,2004,Schizophrénie,2.19,Femme
Germany,2004,Schizophrénie,4.27,Homme
Germany,2004,Trouble dissociatif,9.21,Les deux
Germany,2004,Trouble dissociatif,6.11,Femme
Germany,2004,Trouble dissociatif,4.75,Homme
Germany,2004,Trouble du sommeil,8.86,Les deux
Germany,2004,Trouble du sommeil,1.35,Femme
Germany,2004,Trouble du sommeil,7.33,Homme
Germany,2004,Trouble somatique,8.4,Les deux
Germany,2004,Trouble somatique,0.96,Femme
Germany,2004,Trouble somatique,0.43,Homme
Germany,2004,Addiction à l’alcool,4.67,Les deux
Germany,2004,Addiction à l’alcool,2.47,Femme
Germany,2004,Addiction à l’alcool,0.32,Homme
Germany,2004,Addiction aux drogues,7.3,Les deux
Germany,2004,Addiction aux drogues,2.39,Femme
Germany,2004,Addiction aux drogues,6.91,Homme
Germany,2004,Addiction au jeu,7.72,Les deux
Germany,2004,Addiction au jeu,2.8,Femme
Germany,2004,Addiction au jeu,1.1,Homme
Germany,2004,Trouble de l’alimentation,5.65,Les deux
Germany,2004,Trouble de l’alimentation,6.07,Femme
Germany,2004,Trouble de l’alimentation,3.98,Homme
Germany,2004,Autisme,7.22,Les deux
Germany,2004,Autisme,10.89,Femme
Germany,2004,Autisme,9.31,Homme
Germany,2004,TDAH,7.98,Les deux
Germany,2004,TDAH,8.82,Femme
Germany,2004,TDAH,3.4,Homme
Canada,2004,Trouble de la personnalité borderline,2.12,Les deux
Canada,2004,Trouble de la personnalité borderline,5.33,Femme
Canada,2004,Trouble de la personnalité borderline,1.9,Homme
Canada,2004,Trouble bipolaire,0.98,Les deux
Canada,2004,Trouble bipolaire,8.04,Femme
Canada,2004,Trouble bipolaire,3.96,Homme
Canada,2004,Dépression majeure,1.65,Les deux
Canada,2004,Dépression majeure,10.05,Femme
Canada,2004,Dépression majeure,1.79,Homme
Canada,2004,Trouble anxieux généralisé,5.11,Les deux
Canada,2004,Trouble anxieux généralisé,5.96,Femme
Canada,2004,Trouble anxieux généralisé,5.33,Homme
Canada,2004,Trouble panique,2.39,Les deux
Canada,2004,Trouble panique,4.46,Femme
Canada,2004,Trouble panique,1.28,Homme
Canada,2004,Phobie sociale,1.92,Les deux
Canada,2004,Phobie sociale,9.11,Femme
Canada,2004,Phobie sociale,3.99,Homme
Canada,2004,Trouble obsessionnel-compulsif (TOC),4.42,Les deux
Canada,2004,Trouble obsessionnel-compulsif (TOC),10.09,Femme
Canada,2004,Trouble obsessionnel-compulsif (TOC),5.34,Homme
Canada,2004,Stress post-traumatique (PTSD),3.85,Les deux
Canada,2004,Stress post-traumatique (PTSD),4.34,Femme
Canada,2004,Stress post-traumatique (PTSD),1.78,Homme
Canada,2004,Schizophrénie,8.74,Les deux
Canada,2004,Schizophrénie,10.55,Femme
Canada,2004,Schizophrénie,4.51,Homme
Canada,2004,Trouble dissociatif,6.42,Les deux
Canada,2004,Trouble dissociatif,10.68,Femme
Canada,2004,Trouble dissociatif,5.53,Homme
Canada,2004,Trouble du sommeil,7.75,Les deux
Canada,2004,Trouble du sommeil,10.39,Femme
Canada,2004,Trouble du sommeil,4.31,Homme
Canada,2004,Trouble somatique,5.05,Les deux
Canada,2004,Trouble somatique,3.96,Femme
Canada,2004,Trouble somatique,5.34,Homme
Canada,2004,Addiction à l’alcool,3.55,Les deux
Canada,2004,Addiction à l’alcool,6.79,Femme
Canada,2004,Addiction à l’alcool,1.6,Homme
Canada,2004,Addiction aux drogues,3.65,Les deux
Canada,2004,Addiction aux drogues,4.21,Femme
Canada,2004,Addiction aux drogues,6.2,Homme
Canada,2004,Addiction au jeu,8.82,Les deux
Canada,2004,Addiction au jeu,0.73,Femme
Canada,2004,Addiction au jeu,6.96,Homme
Canada,2004,Trouble de l’alimentation,2.12,Les deux
Canada,2004,Trouble de l’alimentation,3.52,Femme
Canada,2004,Trouble de l’alimentation,3.1,Homme
Canada,2004,Autisme,7.09,Les deux
Canada,2004,Autisme,9.58,Femme
Canada,2004,Autisme,7.19,Homme
Canada,2004,TDAH,8.79,Les deux
Canada,2004,TDAH,2.66,Femme
Canada,2004,TDAH,9.38,Homme
Australia,2004,Trouble de la personnalité borderline,1.45,Les deux
Australia,2004,Trouble de la personnalité borderline,6.27,Femme
Australia,2004,Trouble de la personnalité borderline,1.53,Homme
Australia,2004,Trouble bipolaire,7.61,Les deux
Australia,2004,Trouble bipolaire,7.53,Femme
Australia,2004,Trouble bipolaire,6.42,Homme
Australia,2004,Dépression majeure,1.69,Les deux
Australia,2004,Dépression majeure,1.94,Femme
Australia,2004,Dépression majeure,5.07,Homme
Australia,2004,Trouble anxieux généralisé,7.27,Les deux
Australia,2004,Trouble anxieux généralisé,9.27,Femme
Australia,2004,Trouble anxieux généralisé,6.29,Homme
Australia,2004,Trouble panique,0.28,Les deux
Australia,2004,Trouble panique,7.84,Femme
Australia,2004,Trouble panique,10.04,Homme
Australia,2004,Phobie sociale,1.66,Les deux
Australia,2004,Phobie sociale,4.37,Femme
Australia,2004,Phobie sociale,9.74,Homme
Australia,2004,Trouble obsessionnel-compulsif (TOC),3.48,Les deux
Australia,2004,Trouble obsessionnel-compulsif (TOC),5.86,Femme
Australia,2004,Trouble obsessionnel-compulsif (TOC),7.25,Homme
Australia,2004,Stress post-traumatique (PTSD),0.32,Les deux
Australia,2004,Stress post-traumatique (PTSD),1.26,Femme
